",features,Coefficients"
"947,poly__Total_Ct_Chng_Q4_Q1 Total_Relationship_Count^2 Total_Revolving_Bal,-0.4272418620149706"
"138,poly__Contacts_Count_12_mon Months_Inactive_12_mon^2,0.4284040282676146"
"7,poly__Total_Relationship_Count,-0.42968871023553756"
"625,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Trans_Ct,-0.4310139298310751"
"128,poly__Contacts_Count_12_mon^2 Total_Trans_Amt,0.4314549436816019"
"256,poly__Total_Ct_Chng_Q4_Q1 Total_Relationship_Count^2,-0.43148320363300585"
"995,poly__Total_Revolving_Bal Total_Trans_Ct^3,-0.43188717745509864"
"82,poly__Avg_Utilization_Ratio Contacts_Count_12_mon Total_Revolving_Bal,0.43430052965565663"
"122,poly__Contacts_Count_12_mon^2 Dependent_count,-0.4345219951474811"
"356,poly__Avg_Utilization_Ratio Contacts_Count_12_mon Dependent_count Total_Trans_Amt,0.4348495799946071"
"605,poly__Contacts_Count_12_mon Months_Inactive_12_mon Total_Relationship_Count^2,0.4381728894892106"
"823,poly__Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1^2 Total_Trans_Amt,0.4382828878761445"
"933,poly__Total_Ct_Chng_Q4_Q1^3 Total_Revolving_Bal,-0.43863280697696033"
"564,poly__Contacts_Count_12_mon Dependent_count Months_Inactive_12_mon Total_Trans_Amt,0.43901863142379605"
"475,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1^2 Total_Trans_Ct,-0.43976268873644114"
"716,poly__Dependent_count Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Relationship_Count,0.44129533227332124"
"453,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1^2 Total_Revolving_Bal,-0.4426202982773697"
"234,poly__Total_Amt_Chng_Q4_Q1^2 Total_Trans_Amt,0.442766597945861"
"462,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Relationship_Count Total_Revolving_Bal,0.44285151153141405"
"988,poly__Total_Revolving_Bal^3 Total_Trans_Ct,0.44583563843353924"
"548,poly__Contacts_Count_12_mon^2 Total_Trans_Amt^2,0.44649711665198105"
"336,poly__Avg_Utilization_Ratio^2 Total_Revolving_Bal Total_Trans_Amt,0.4465267645482543"
"466,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal Total_Trans_Amt,0.4498741082401201"
"254,poly__Total_Ct_Chng_Q4_Q1^2 Total_Trans_Amt,0.4503038787757013"
"767,poly__Dependent_count Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal Total_Trans_Ct,-0.4513041995676476"
"929,poly__Total_Amt_Chng_Q4_Q1 Total_Trans_Amt Total_Trans_Ct^2,-0.4536520990157821"
"478,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1 Total_Relationship_Count Total_Trans_Amt,-0.4537783748619863"
"730,poly__Dependent_count Months_Inactive_12_mon Total_Revolving_Bal Total_Trans_Amt,0.45416631140862834"
"493,poly__Avg_Utilization_Ratio Total_Relationship_Count Total_Trans_Amt^2,-0.4561733174465627"
"416,poly__Avg_Utilization_Ratio Dependent_count Total_Revolving_Bal^2,-0.4570349053102522"
"394,poly__Avg_Utilization_Ratio Dependent_count Months_Inactive_12_mon^2,-0.4581130314489933"
"907,poly__Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal Total_Trans_Ct,0.4588805600390782"
"602,poly__Contacts_Count_12_mon Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal,-0.46028320721493876"
"865,poly__Months_Inactive_12_mon Total_Revolving_Bal^3,0.46126421080297425"
"675,poly__Dependent_count^3 Total_Relationship_Count,0.4635703223233031"
"166,poly__Dependent_count^3,-0.46451804279078546"
"420,poly__Avg_Utilization_Ratio Dependent_count Total_Trans_Amt Total_Trans_Ct,-0.46686528720957576"
"426,poly__Avg_Utilization_Ratio Months_Inactive_12_mon^2 Total_Revolving_Bal,-0.4682976260382345"
"938,poly__Total_Ct_Chng_Q4_Q1^2 Total_Relationship_Count Total_Trans_Amt,0.4685587293716017"
"121,poly__Contacts_Count_12_mon^3,-0.47094128779139055"
"321,poly__Avg_Utilization_Ratio^2 Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1,0.47203408311773964"
"562,poly__Contacts_Count_12_mon Dependent_count Months_Inactive_12_mon Total_Relationship_Count,0.47237048454722386"
"715,poly__Dependent_count Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1,-0.4724721447458774"
"185,poly__Dependent_count Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,0.47364593789015513"
"681,poly__Dependent_count^2 Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1,0.4754602239086354"
"927,poly__Total_Amt_Chng_Q4_Q1 Total_Trans_Amt^3,-0.47755660273784883"
"762,poly__Dependent_count Total_Ct_Chng_Q4_Q1 Total_Relationship_Count Total_Revolving_Bal,0.4781491547243346"
"863,poly__Months_Inactive_12_mon Total_Relationship_Count Total_Trans_Amt Total_Trans_Ct,-0.4791736937730307"
"482,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal Total_Trans_Ct,0.47920660052117164"
"721,poly__Dependent_count Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Relationship_Count,0.4792792394468387"
"866,poly__Months_Inactive_12_mon Total_Revolving_Bal^2 Total_Trans_Amt,0.4801326515215182"
"717,poly__Dependent_count Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal,-0.4807931641013815"
"970,poly__Total_Relationship_Count^2 Total_Revolving_Bal^2,0.48094191377708967"
"490,poly__Avg_Utilization_Ratio Total_Relationship_Count Total_Revolving_Bal^2,-0.4854483022908634"
"42,poly__Months_Inactive_12_mon Total_Revolving_Bal,-0.4855143910283488"
"27,poly__Contacts_Count_12_mon Total_Revolving_Bal,-0.4876283577888411"
"190,poly__Dependent_count Total_Ct_Chng_Q4_Q1 Total_Trans_Amt,0.48836986954433403"
"335,poly__Avg_Utilization_Ratio^2 Total_Revolving_Bal^2,-0.48899491145233204"
"656,poly__Contacts_Count_12_mon Total_Relationship_Count Total_Revolving_Bal Total_Trans_Amt,0.48945032963707313"
"854,poly__Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Ct^2,-0.49178083904241837"
"40,poly__Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1,-0.4924706215384498"
"747,poly__Dependent_count Total_Amt_Chng_Q4_Q1 Total_Relationship_Count Total_Revolving_Bal,0.49335917771746196"
"467,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal Total_Trans_Ct,-0.49362172881037314"
"902,poly__Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Relationship_Count Total_Revolving_Bal,-0.494701980249522"
"771,poly__Dependent_count Total_Relationship_Count^3,-0.49524335452552837"
"322,poly__Avg_Utilization_Ratio^2 Total_Amt_Chng_Q4_Q1 Total_Relationship_Count,-0.4963992265589603"
"358,poly__Avg_Utilization_Ratio Contacts_Count_12_mon Months_Inactive_12_mon^2,-0.49970158714518365"
"106,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1^2,-0.4998660110480261"
"433,poly__Avg_Utilization_Ratio Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,0.5000398092897649"
"868,poly__Months_Inactive_12_mon Total_Revolving_Bal Total_Trans_Amt^2,-0.5013951945977061"
"841,poly__Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1^2 Total_Relationship_Count,-0.5021577751498993"
"690,poly__Dependent_count^2 Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,0.5027183410319428"
"458,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal,-0.5031575835478188"
"857,poly__Months_Inactive_12_mon Total_Relationship_Count^2 Total_Trans_Amt,-0.5046028503262049"
"880,poly__Total_Amt_Chng_Q4_Q1^3 Total_Trans_Ct,0.5082401229041801"
"731,poly__Dependent_count Months_Inactive_12_mon Total_Revolving_Bal Total_Trans_Ct,0.5093381510418676"
"431,poly__Avg_Utilization_Ratio Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Relationship_Count,0.510947816661605"
"804,poly__Months_Inactive_12_mon^2 Total_Ct_Chng_Q4_Q1^2,-0.5112159890356561"
"879,poly__Total_Amt_Chng_Q4_Q1^3 Total_Trans_Amt,0.5115696804139224"
"986,poly__Total_Revolving_Bal^4,-0.5118379642447571"
"622,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Relationship_Count,-0.5119619485678837"
"811,poly__Months_Inactive_12_mon^2 Total_Relationship_Count Total_Trans_Amt,-0.5140449633394367"
"432,poly__Avg_Utilization_Ratio Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal,-0.5187937660480232"
"664,poly__Contacts_Count_12_mon Total_Revolving_Bal Total_Trans_Amt^2,-0.5204524218727558"
"410,poly__Avg_Utilization_Ratio Dependent_count Total_Ct_Chng_Q4_Q1 Total_Trans_Amt,0.5246325107552033"
"624,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Trans_Amt,-0.5271484632107404"
"9,poly__Total_Trans_Amt,0.5285120955189785"
"450,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1^3,-0.5299872193715547"
"497,poly__Avg_Utilization_Ratio Total_Revolving_Bal^2 Total_Trans_Amt,-0.5332197147615902"
"245,poly__Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal^2,0.5342356507554589"
"332,poly__Avg_Utilization_Ratio^2 Total_Relationship_Count Total_Revolving_Bal,-0.5357322286495909"
"623,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal,0.5359872332688257"
"925,poly__Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal Total_Trans_Amt Total_Trans_Ct,0.5362213555784294"
"763,poly__Dependent_count Total_Ct_Chng_Q4_Q1 Total_Relationship_Count Total_Trans_Amt,-0.5377276998199274"
"158,poly__Contacts_Count_12_mon Total_Relationship_Count Total_Trans_Amt,0.5397235565252639"
"606,poly__Contacts_Count_12_mon Months_Inactive_12_mon Total_Relationship_Count Total_Revolving_Bal,0.5407132302134331"
"448,poly__Avg_Utilization_Ratio Months_Inactive_12_mon Total_Trans_Amt Total_Trans_Ct,-0.5407966106386812"
"668,poly__Contacts_Count_12_mon Total_Trans_Amt^2 Total_Trans_Ct,-0.5431995792269553"
"981,poly__Total_Relationship_Count Total_Revolving_Bal Total_Trans_Ct^2,-0.5432573305613002"
"407,poly__Avg_Utilization_Ratio Dependent_count Total_Ct_Chng_Q4_Q1^2,0.545043790803163"
"830,poly__Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Relationship_Count^2,-0.5454423153761465"
"88,poly__Avg_Utilization_Ratio Dependent_count Total_Ct_Chng_Q4_Q1,0.5468031250838357"
"43,poly__Months_Inactive_12_mon Total_Trans_Amt,0.5498336496133795"
"38,poly__Months_Inactive_12_mon^2,0.553385422084943"
"502,poly__Avg_Utilization_Ratio Total_Trans_Amt^3,0.558719217766944"
"650,poly__Contacts_Count_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Ct^2,0.5587685946952854"
"893,poly__Total_Amt_Chng_Q4_Q1^2 Total_Trans_Amt^2,0.5609253128358324"
"213,poly__Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,0.5628317232084978"
"396,poly__Avg_Utilization_Ratio Dependent_count Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1,-0.5652857852541587"
"775,poly__Dependent_count Total_Relationship_Count Total_Revolving_Bal^2,0.5658114140846228"
"589,poly__Contacts_Count_12_mon Months_Inactive_12_mon^2 Total_Ct_Chng_Q4_Q1,0.5666795400562621"
"735,poly__Dependent_count Total_Amt_Chng_Q4_Q1^3,-0.5672863346516196"
"30,poly__Dependent_count^2,-0.5709322538735102"
"870,poly__Months_Inactive_12_mon Total_Revolving_Bal Total_Trans_Ct^2,0.5710831223577254"
"330,poly__Avg_Utilization_Ratio^2 Total_Ct_Chng_Q4_Q1 Total_Trans_Ct,0.5716051580178312"
"616,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1^2 Total_Ct_Chng_Q4_Q1,-0.5722308151624733"
"49,poly__Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,0.5776634438466455"
"629,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Relationship_Count Total_Trans_Ct,-0.5809286908640386"
"269,poly__Total_Relationship_Count^2 Total_Trans_Ct,-0.5814622595714285"
"257,poly__Total_Ct_Chng_Q4_Q1 Total_Relationship_Count Total_Revolving_Bal,0.5823693022323136"
"852,poly__Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Amt^2,0.586155961212183"
"148,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Revolving_Bal,0.5872317367911839"
"913,poly__Total_Amt_Chng_Q4_Q1 Total_Relationship_Count^2 Total_Trans_Amt,0.5917579103403037"
"794,poly__Months_Inactive_12_mon^3 Total_Relationship_Count,-0.5924102175292021"
"579,poly__Contacts_Count_12_mon Dependent_count Total_Relationship_Count Total_Trans_Amt,-0.5946793527641022"
"648,poly__Contacts_Count_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Amt^2,0.595501054797275"
"291,poly__Avg_Utilization_Ratio^3 Total_Ct_Chng_Q4_Q1,-0.595882771556275"
"108,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal,0.5980114079364753"
"164,poly__Contacts_Count_12_mon Total_Trans_Amt Total_Trans_Ct,0.5988654077051396"
"160,poly__Contacts_Count_12_mon Total_Revolving_Bal^2,0.6020689039625128"
"92,poly__Avg_Utilization_Ratio Dependent_count Total_Trans_Ct,-0.6060086350942393"
"655,poly__Contacts_Count_12_mon Total_Relationship_Count Total_Revolving_Bal^2,-0.6074317462762475"
"414,poly__Avg_Utilization_Ratio Dependent_count Total_Relationship_Count Total_Trans_Amt,-0.6134221697382147"
"91,poly__Avg_Utilization_Ratio Dependent_count Total_Trans_Amt,-0.618156802200971"
"353,poly__Avg_Utilization_Ratio Contacts_Count_12_mon Dependent_count Total_Ct_Chng_Q4_Q1,0.6292186994834129"
"965,poly__Total_Ct_Chng_Q4_Q1 Total_Trans_Ct^3,0.6295722147251774"
"710,poly__Dependent_count Months_Inactive_12_mon^2 Total_Relationship_Count,-0.6296737014303817"
"691,poly__Dependent_count^2 Total_Amt_Chng_Q4_Q1 Total_Trans_Ct,-0.6336617852780422"
"123,poly__Contacts_Count_12_mon^2 Months_Inactive_12_mon,-0.6364262207240956"
"146,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1,-0.6376128249403338"
"773,poly__Dependent_count Total_Relationship_Count^2 Total_Trans_Amt,-0.6470213961100988"
"963,poly__Total_Ct_Chng_Q4_Q1 Total_Trans_Amt^2 Total_Trans_Ct,-0.6483488725322969"
"968,poly__Total_Relationship_Count^3 Total_Trans_Amt,0.6491363933053302"
"864,poly__Months_Inactive_12_mon Total_Relationship_Count Total_Trans_Ct^2,-0.6512709454973651"
"20,poly__Avg_Utilization_Ratio Total_Trans_Ct,-0.6560273403497187"
"919,poly__Total_Amt_Chng_Q4_Q1 Total_Relationship_Count Total_Trans_Amt Total_Trans_Ct,0.6560485881217882"
"687,poly__Dependent_count^2 Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1,-0.6582219006788946"
"294,poly__Avg_Utilization_Ratio^3 Total_Trans_Amt,-0.6615499938957833"
"877,poly__Total_Amt_Chng_Q4_Q1^3 Total_Relationship_Count,-0.6635979484436075"
"485,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1 Total_Trans_Ct^2,-0.6636022162712418"
"487,poly__Avg_Utilization_Ratio Total_Relationship_Count^2 Total_Revolving_Bal,0.6648539764734411"
"21,poly__Contacts_Count_12_mon^2,-0.6664121751165968"
"84,poly__Avg_Utilization_Ratio Contacts_Count_12_mon Total_Trans_Ct,-0.6667910039559195"
"858,poly__Months_Inactive_12_mon Total_Relationship_Count^2 Total_Trans_Ct,-0.6732696976822073"
"871,poly__Months_Inactive_12_mon Total_Trans_Amt^3,-0.6804123562114809"
"230,poly__Total_Amt_Chng_Q4_Q1^3,-0.6850879536410843"
"445,poly__Avg_Utilization_Ratio Months_Inactive_12_mon Total_Revolving_Bal Total_Trans_Amt,0.686935223320911"
"438,poly__Avg_Utilization_Ratio Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Amt,-0.6877115490808723"
"805,poly__Months_Inactive_12_mon^2 Total_Ct_Chng_Q4_Q1 Total_Relationship_Count,0.6881003498190874"
"998,poly__Total_Trans_Amt^2 Total_Trans_Ct^2,-0.6955622756044663"
"849,poly__Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal^2,-0.7055066873448332"
"489,poly__Avg_Utilization_Ratio Total_Relationship_Count^2 Total_Trans_Ct,-0.7073597788232947"
"457,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Relationship_Count,-0.7114621810291885"
"891,poly__Total_Amt_Chng_Q4_Q1^2 Total_Revolving_Bal Total_Trans_Amt,-0.7153941795461187"
"753,poly__Dependent_count Total_Amt_Chng_Q4_Q1 Total_Trans_Amt^2,-0.7165917079206429"
"295,poly__Avg_Utilization_Ratio^3 Total_Trans_Ct,-0.7167154238788568"
"580,poly__Contacts_Count_12_mon Dependent_count Total_Relationship_Count Total_Trans_Ct,0.7171160500191276"
"966,poly__Total_Relationship_Count^4,-0.7188126381512625"
"888,poly__Total_Amt_Chng_Q4_Q1^2 Total_Relationship_Count Total_Trans_Amt,0.719623438164437"
"908,poly__Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1 Total_Trans_Amt^2,-0.7231382389807428"
"928,poly__Total_Amt_Chng_Q4_Q1 Total_Trans_Amt^2 Total_Trans_Ct,-0.7273304837883244"
"222,poly__Months_Inactive_12_mon Total_Relationship_Count Total_Trans_Amt,0.732771510283585"
"802,poly__Months_Inactive_12_mon^2 Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,0.7358262592444149"
"229,poly__Months_Inactive_12_mon Total_Trans_Ct^2,-0.7361390323957947"
"456,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1^2,-0.7366040584798101"
"640,poly__Contacts_Count_12_mon Total_Ct_Chng_Q4_Q1^2 Total_Trans_Ct,-0.7366588849381683"
"873,poly__Months_Inactive_12_mon Total_Trans_Amt Total_Trans_Ct^2,0.7518617368375443"
"63,poly__Total_Trans_Amt^2,0.7538643947586589"
"984,poly__Total_Relationship_Count Total_Trans_Amt Total_Trans_Ct^2,0.7543172643888493"
"31,poly__Dependent_count Months_Inactive_12_mon,0.7710629225216915"
"503,poly__Avg_Utilization_Ratio Total_Trans_Amt^2 Total_Trans_Ct,0.778088391572896"
"339,poly__Avg_Utilization_Ratio^2 Total_Trans_Amt Total_Trans_Ct,-0.7841351459469065"
"44,poly__Months_Inactive_12_mon Total_Trans_Ct,-0.7863382037415227"
"208,poly__Months_Inactive_12_mon^2 Total_Trans_Ct,-0.7891918413396881"
"37,poly__Dependent_count Total_Trans_Ct,-0.7912442991741129"
"969,poly__Total_Relationship_Count^3 Total_Trans_Ct,-0.7986045967007463"
"956,poly__Total_Ct_Chng_Q4_Q1 Total_Revolving_Bal^3,-0.8072118418629582"
"278,poly__Total_Revolving_Bal^2 Total_Trans_Ct,-0.8075739743897433"
"838,poly__Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Trans_Amt Total_Trans_Ct,0.813583101720522"
"126,poly__Contacts_Count_12_mon^2 Total_Relationship_Count,-0.8190385268846267"
"276,poly__Total_Revolving_Bal^3,0.8198589977579221"
"468,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Trans_Amt^2,0.8256599793494218"
"550,poly__Contacts_Count_12_mon^2 Total_Trans_Ct^2,-0.8306126940603518"
"700,poly__Dependent_count^2 Total_Relationship_Count Total_Trans_Ct,0.8343672694616231"
"65,poly__Total_Trans_Ct^2,-0.8392719717212221"
"11,poly__Avg_Utilization_Ratio^2,-0.8498854005034525"
"402,poly__Avg_Utilization_Ratio Dependent_count Total_Amt_Chng_Q4_Q1 Total_Ct_Chng_Q4_Q1,0.8513860929944085"
"604,poly__Contacts_Count_12_mon Months_Inactive_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Ct,0.8616460370554061"
"163,poly__Contacts_Count_12_mon Total_Trans_Amt^2,0.8697298779970812"
"649,poly__Contacts_Count_12_mon Total_Ct_Chng_Q4_Q1 Total_Trans_Amt Total_Trans_Ct,0.885546512532221"
"275,poly__Total_Relationship_Count Total_Trans_Ct^2,-0.8865939992388145"
"598,poly__Contacts_Count_12_mon Months_Inactive_12_mon Total_Amt_Chng_Q4_Q1 Total_Trans_Amt,-0.8904866026055387"
"964,poly__Total_Ct_Chng_Q4_Q1 Total_Trans_Amt Total_Trans_Ct^2,0.8955637582179647"
"707,poly__Dependent_count Months_Inactive_12_mon^3,-0.902332789430925"
"8,poly__Total_Revolving_Bal,-0.9023477229456967"
"470,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Trans_Ct^2,-0.9155163697077382"
"268,poly__Total_Relationship_Count^2 Total_Trans_Amt,0.9237020706010282"
"982,poly__Total_Relationship_Count Total_Trans_Amt^3,-0.9408191623842797"
"506,poly__Contacts_Count_12_mon^4,0.9450634194510619"
"224,poly__Months_Inactive_12_mon Total_Revolving_Bal^2,0.9502521650752744"
"495,poly__Avg_Utilization_Ratio Total_Relationship_Count Total_Trans_Ct^2,-0.958672533805364"
"29,poly__Contacts_Count_12_mon Total_Trans_Ct,-0.9602500476938733"
"992,poly__Total_Revolving_Bal Total_Trans_Amt^3,0.9658389437723204"
"505,poly__Avg_Utilization_Ratio Total_Trans_Ct^3,-1.001926666662829"
"469,poly__Avg_Utilization_Ratio Total_Amt_Chng_Q4_Q1 Total_Trans_Amt Total_Trans_Ct,1.0022030439854333"
"670,poly__Contacts_Count_12_mon Total_Trans_Ct^3,-1.0166157567663112"
"2,poly__Contacts_Count_12_mon,1.0214607235329838"
"780,poly__Dependent_count Total_Relationship_Count Total_Trans_Ct^2,1.0634058963607793"
"282,poly__Total_Trans_Amt^3,-1.0763319809683924"
"787,poly__Dependent_count Total_Trans_Amt^3,-1.098298682026646"
"473,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1^2 Total_Revolving_Bal,1.1332248143839867"
"115,poly__Avg_Utilization_Ratio Total_Revolving_Bal^2,1.1557434767218506"
"408,poly__Avg_Utilization_Ratio Dependent_count Total_Ct_Chng_Q4_Q1 Total_Relationship_Count,-1.1590752914146198"
"483,poly__Avg_Utilization_Ratio Total_Ct_Chng_Q4_Q1 Total_Trans_Amt^2,1.2028181329314807"
"667,poly__Contacts_Count_12_mon Total_Trans_Amt^3,-1.2059049459691356"
"494,poly__Avg_Utilization_Ratio Total_Relationship_Count Total_Trans_Amt Total_Trans_Ct,-1.348537260290756"
"997,poly__Total_Trans_Amt^3 Total_Trans_Ct,-1.3857123018009059"
"58,poly__Total_Relationship_Count Total_Trans_Amt,1.4097953755281996"
"615,poly__Contacts_Count_12_mon Total_Amt_Chng_Q4_Q1^3,-1.525643698555888"
"10,poly__Total_Trans_Ct,-1.6121408270734878"
"1000,poly__Total_Trans_Ct^4,1.9697426687618715"
"996,poly__Total_Trans_Amt^4,-2.048383567255042"
"962,poly__Total_Ct_Chng_Q4_Q1 Total_Trans_Amt^3,-2.2089324064808995"
